goos: linux
goarch: amd64
pkg: github.com/giornetta/gopapageno/examples/json/opp
cpu: AMD EPYC 7551 32-Core Processor                
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=parallel-128     	       1	9834609809 ns/op	3806202912 B/op	    1415 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=parallel-128     	       1	11466025589 ns/op	3806205136 B/op	    1420 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=parallel-128     	       1	11506687234 ns/op	3806204272 B/op	    1422 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=parallel-128     	       1	10749778174 ns/op	3806202912 B/op	    1415 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=mixed-128        	       1	10935697714 ns/op	4028514400 B/op	    1491 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=mixed-128        	       1	12221517715 ns/op	4028514384 B/op	    1491 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=mixed-128        	       1	11329537972 ns/op	4028514384 B/op	    1491 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=mixed-128        	       1	11347140180 ns/op	4028514400 B/op	    1491 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=mixed-128        	       1	10690742886 ns/op	4028514400 B/op	    1491 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=mixed-128        	       1	11272248001 ns/op	4028514576 B/op	    1493 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=mixed-128        	       1	11668111830 ns/op	4028514400 B/op	    1491 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=mixed-128        	       1	11407805307 ns/op	4028514384 B/op	    1491 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=mixed-128        	       1	11419674727 ns/op	4028514400 B/op	    1491 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=12/reduction=mixed-128        	       1	11409883101 ns/op	4028514400 B/op	    1491 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=sweep-128        	       1	11594132023 ns/op	4003350760 B/op	    1286 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=sweep-128        	       1	10038747475 ns/op	4003350776 B/op	    1286 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=sweep-128        	       1	9399460628 ns/op	4003350760 B/op	    1286 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=sweep-128        	       1	10907140931 ns/op	4003350776 B/op	    1286 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=sweep-128        	       1	10642323633 ns/op	4003350760 B/op	    1286 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=sweep-128        	       1	9968213741 ns/op	4003350776 B/op	    1286 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=sweep-128        	       1	11203102895 ns/op	4003350776 B/op	    1286 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=sweep-128        	       1	9984689743 ns/op	4003350760 B/op	    1286 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=sweep-128        	       1	10226406405 ns/op	4003350760 B/op	    1286 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=sweep-128        	       1	8203345660 ns/op	4003350760 B/op	    1286 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=parallel-128     	       1	9752144018 ns/op	3797827992 B/op	    1511 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=parallel-128     	       1	10724566909 ns/op	3797829656 B/op	    1514 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=parallel-128     	       1	9136202693 ns/op	3797828120 B/op	    1512 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=parallel-128     	       1	9974351966 ns/op	3797828184 B/op	    1513 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=parallel-128     	       1	9961783030 ns/op	3797827528 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=parallel-128     	       1	8511829103 ns/op	3797827512 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=parallel-128     	       1	10570051666 ns/op	3797827528 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=parallel-128     	       1	9472826889 ns/op	3797827496 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=parallel-128     	       1	8627514301 ns/op	3797827512 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=parallel-128     	       1	8197177644 ns/op	3797827512 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=mixed-128        	       1	8663028940 ns/op	4003357192 B/op	    1470 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=mixed-128        	       1	9498340855 ns/op	4003357176 B/op	    1470 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=mixed-128        	       1	10153017433 ns/op	4003357192 B/op	    1470 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=mixed-128        	       1	10716564200 ns/op	4003357192 B/op	    1470 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=mixed-128        	       1	9524148116 ns/op	4003357192 B/op	    1470 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=mixed-128        	       1	9915172298 ns/op	4003357592 B/op	    1474 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=mixed-128        	       1	10510711280 ns/op	4003357176 B/op	    1470 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=mixed-128        	       1	9486955783 ns/op	4003360808 B/op	    1478 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=mixed-128        	       1	9698516516 ns/op	4003357208 B/op	    1470 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=13/reduction=mixed-128        	       1	11125475837 ns/op	4003357208 B/op	    1470 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=sweep-128        	       1	9099889825 ns/op	3988692656 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=sweep-128        	       1	10394448694 ns/op	3988692656 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=sweep-128        	       1	9854247580 ns/op	3988692656 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=sweep-128        	       1	9588023473 ns/op	3988692672 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=sweep-128        	       1	9487277145 ns/op	3988692656 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=sweep-128        	       1	7963809025 ns/op	3988692672 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=sweep-128        	       1	10008623368 ns/op	3988692656 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=sweep-128        	       1	8749563077 ns/op	3988692672 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=sweep-128        	       1	9249262454 ns/op	3988692656 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=sweep-128        	       1	9479196143 ns/op	3988692656 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=parallel-128     	       1	10360422029 ns/op	3797854288 B/op	    1621 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=parallel-128     	       1	8339391836 ns/op	3797854272 B/op	    1621 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=parallel-128     	       1	10501874162 ns/op	3797854288 B/op	    1621 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=parallel-128     	       1	10692878286 ns/op	3797854368 B/op	    1622 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=parallel-128     	       1	9936336488 ns/op	3797854624 B/op	    1625 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=parallel-128     	       1	9218457292 ns/op	3797854928 B/op	    1628 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=parallel-128     	       1	8849766692 ns/op	3797854256 B/op	    1621 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=parallel-128     	       1	7930017768 ns/op	3797854272 B/op	    1621 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=parallel-128     	       1	10220173294 ns/op	3797855952 B/op	    1628 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=parallel-128     	       1	8627632863 ns/op	3797856800 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=mixed-128        	       1	9579519418 ns/op	3988699664 B/op	    1469 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=mixed-128        	       1	10636432628 ns/op	3988699648 B/op	    1469 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=mixed-128        	       1	8842195669 ns/op	3988699632 B/op	    1469 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=mixed-128        	       1	10347673471 ns/op	3988699648 B/op	    1469 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=mixed-128        	       1	8846910725 ns/op	3988699632 B/op	    1469 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=mixed-128        	       1	8600952024 ns/op	3988700496 B/op	    1478 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=mixed-128        	       1	7034705859 ns/op	3988699648 B/op	    1469 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=mixed-128        	       1	9685695383 ns/op	3988699664 B/op	    1469 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=mixed-128        	       1	8189700580 ns/op	3988699648 B/op	    1469 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=14/reduction=mixed-128        	       1	9668124112 ns/op	3988699648 B/op	    1469 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=sweep-128        	       1	9650308305 ns/op	3987609848 B/op	    1278 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=sweep-128        	       1	8695867797 ns/op	3987609848 B/op	    1278 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=sweep-128        	       1	8679395999 ns/op	3987609864 B/op	    1278 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=sweep-128        	       1	9990959724 ns/op	3987609848 B/op	    1278 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=sweep-128        	       1	8162630111 ns/op	3987609848 B/op	    1278 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=sweep-128        	       1	10107775109 ns/op	3987609864 B/op	    1278 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=sweep-128        	       1	9660097217 ns/op	3987609864 B/op	    1278 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=sweep-128        	       1	9649942010 ns/op	3987611640 B/op	    1282 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=sweep-128        	       1	8695373453 ns/op	3987609848 B/op	    1278 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=sweep-128        	       1	9160731391 ns/op	3987609864 B/op	    1278 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=parallel-128     	       1	8853453238 ns/op	3809360440 B/op	    1766 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=parallel-128     	       1	8138858233 ns/op	3809360456 B/op	    1766 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=parallel-128     	       1	8114812516 ns/op	3809361528 B/op	    1777 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=parallel-128     	       1	9591301975 ns/op	3809360456 B/op	    1766 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=parallel-128     	       1	8833733489 ns/op	3809360472 B/op	    1766 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=parallel-128     	       1	8849453889 ns/op	3809360472 B/op	    1766 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=parallel-128     	       1	9945103951 ns/op	3809360536 B/op	    1767 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=parallel-128     	       1	9012101546 ns/op	3809360456 B/op	    1766 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=parallel-128     	       1	8512644023 ns/op	3809360440 B/op	    1766 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=parallel-128     	       1	9562454880 ns/op	3809360472 B/op	    1766 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=mixed-128        	       1	8756041511 ns/op	3987617400 B/op	    1494 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=mixed-128        	       1	9103026411 ns/op	3987617512 B/op	    1495 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=mixed-128        	       1	7235013419 ns/op	3987617384 B/op	    1494 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=mixed-128        	       1	8865462093 ns/op	3987618664 B/op	    1507 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=mixed-128        	       1	8792129636 ns/op	3987617416 B/op	    1494 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=mixed-128        	       1	7840633418 ns/op	3987617400 B/op	    1494 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=mixed-128        	       1	9753224110 ns/op	3987617496 B/op	    1495 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=mixed-128        	       1	9707368507 ns/op	3987617384 B/op	    1494 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=mixed-128        	       1	9201617704 ns/op	3987623240 B/op	    1507 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=15/reduction=mixed-128        	       1	9096520715 ns/op	3987617400 B/op	    1494 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=sweep-128        	       1	8171493809 ns/op	3968801600 B/op	    1253 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=sweep-128        	       1	7084579871 ns/op	3968801600 B/op	    1253 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=sweep-128        	       1	8156311820 ns/op	3968801600 B/op	    1253 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=sweep-128        	       1	9577500549 ns/op	3968801600 B/op	    1253 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=sweep-128        	       1	8245492226 ns/op	3968801600 B/op	    1253 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=sweep-128        	       1	8714596378 ns/op	3968801600 B/op	    1253 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=sweep-128        	       1	9307999630 ns/op	3968801616 B/op	    1253 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=sweep-128        	       1	8687580364 ns/op	3968801808 B/op	    1255 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=sweep-128        	       1	8219466101 ns/op	3968801616 B/op	    1253 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=sweep-128        	       1	6687675795 ns/op	3968801600 B/op	    1253 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=parallel-128     	       1	8265791443 ns/op	3802091440 B/op	    1883 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=parallel-128     	       1	9295140282 ns/op	3802091456 B/op	    1883 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=parallel-128     	       1	8554017644 ns/op	3802091440 B/op	    1883 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=parallel-128     	       1	7844017848 ns/op	3802092512 B/op	    1894 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=parallel-128     	       1	8039803419 ns/op	3802091936 B/op	    1888 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=parallel-128     	       1	8637720362 ns/op	3802091440 B/op	    1883 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=parallel-128     	       1	9006030656 ns/op	3802091440 B/op	    1883 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=parallel-128     	       1	7804717690 ns/op	3802093088 B/op	    1900 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=parallel-128     	       1	8289663735 ns/op	3802091456 B/op	    1883 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=parallel-128     	       1	9244084662 ns/op	3802091456 B/op	    1883 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=mixed-128        	       1	9394073758 ns/op	3968809728 B/op	    1485 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=mixed-128        	       1	8907866581 ns/op	3968809712 B/op	    1485 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=mixed-128        	       1	7752137787 ns/op	3968809712 B/op	    1485 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=mixed-128        	       1	9417402086 ns/op	3968809712 B/op	    1485 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=mixed-128        	       1	9090699047 ns/op	3968813296 B/op	    1493 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=mixed-128        	       1	9234324126 ns/op	3968809712 B/op	    1485 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=mixed-128        	       1	8882612728 ns/op	3968810560 B/op	    1494 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=mixed-128        	       1	8189294480 ns/op	3968809728 B/op	    1485 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=mixed-128        	       1	9365231290 ns/op	3968809712 B/op	    1485 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=16/reduction=mixed-128        	       1	9614317732 ns/op	3968809744 B/op	    1485 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=sweep-128        	       1	7844563495 ns/op	3965671560 B/op	    1258 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=sweep-128        	       1	8180276698 ns/op	3965671560 B/op	    1258 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=sweep-128        	       1	7431227650 ns/op	3965671560 B/op	    1258 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=sweep-128        	       1	9025367065 ns/op	3965671560 B/op	    1258 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=sweep-128        	       1	8108931258 ns/op	3965671560 B/op	    1258 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=sweep-128        	       1	8540704776 ns/op	3965671560 B/op	    1258 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=sweep-128        	       1	7624393996 ns/op	3965671576 B/op	    1258 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=sweep-128        	       1	8360875869 ns/op	3965671576 B/op	    1258 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=sweep-128        	       1	8623703993 ns/op	3965671560 B/op	    1258 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=sweep-128        	       1	8650226166 ns/op	3965671560 B/op	    1258 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=parallel-128     	       1	9121731317 ns/op	3808405032 B/op	    2047 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=parallel-128     	       1	8929698613 ns/op	3808403768 B/op	    2034 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=parallel-128     	       1	6676451389 ns/op	3808403768 B/op	    2034 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=parallel-128     	       1	8667437071 ns/op	3808403768 B/op	    2034 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=parallel-128     	       1	8865758286 ns/op	3808403784 B/op	    2034 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=parallel-128     	       1	8937323944 ns/op	3808403800 B/op	    2034 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=parallel-128     	       1	9080792705 ns/op	3808403768 B/op	    2034 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=parallel-128     	       1	8714730088 ns/op	3808403768 B/op	    2034 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=parallel-128     	       1	8876375682 ns/op	3808404376 B/op	    2040 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=parallel-128     	       1	9259396719 ns/op	3808404264 B/op	    2039 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=mixed-128        	       1	7341925348 ns/op	3965680248 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=mixed-128        	       1	7366620648 ns/op	3965680216 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=mixed-128        	       1	7829295350 ns/op	3965680232 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=mixed-128        	       1	8121463664 ns/op	3965680216 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=mixed-128        	       1	8943507525 ns/op	3965680216 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=mixed-128        	       1	7663148246 ns/op	3965680232 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=mixed-128        	       1	8855986980 ns/op	3965680216 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=mixed-128        	       1	7555734853 ns/op	3965680248 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=mixed-128        	       1	7573956790 ns/op	3965680248 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=17/reduction=mixed-128        	       1	7789330955 ns/op	3965680248 B/op	    1506 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=sweep-128        	       1	8090224883 ns/op	3961444432 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=sweep-128        	       1	8611991761 ns/op	3961444432 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=sweep-128        	       1	8079208242 ns/op	3961444448 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=sweep-128        	       1	7146146081 ns/op	3961444448 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=sweep-128        	       1	8011682365 ns/op	3961444432 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=sweep-128        	       1	6970441753 ns/op	3961444448 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=sweep-128        	       1	8643386988 ns/op	3961444448 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=sweep-128        	       1	8166287113 ns/op	3961444448 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=sweep-128        	       1	7064869514 ns/op	3961444432 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=sweep-128        	       1	7897691548 ns/op	3961444432 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=parallel-128     	       1	8459920192 ns/op	3812572320 B/op	    2193 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=parallel-128     	       1	8444320419 ns/op	3812571936 B/op	    2189 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=parallel-128     	       1	8486063177 ns/op	3812571936 B/op	    2189 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=parallel-128     	       1	8461976350 ns/op	3812571952 B/op	    2189 allocs/op
